year,date,time,speakers,title,abstract,type,tags,slides,video,audio
2004,2004-10-15,11:00 am - 11:45 am,Mark Leggott (Universtiy of Winnipeg),MyCybrary (A Non-Portal MyLibrary),"Presentation of the approach U of Winnipeg is taking in the design of a ""MyLibrary system"" or services. We felt that a separate portal approach was not desirable, so we have started developing a personalized view of our standard library website. The value of re-use of resource information and integration with our ILS will be highlighted, as will the speed of development and functionality.",talk,,http://libconference.acadiau.ca/access2004/presentations/leggott.ppt,,
2004,2004-10-15,11:45 am - 12:30 pm,John Durno (University of Victoria),"BCcampus: One stop, many shops
- Library Services on the Expedia Model","The goal of the BCcampus project is to provide a central access point to online and distance learning courses, programs and resources offered by 27 publicly funded post-secondary institutions across British Columbia. BCcampus students have the option to enroll in courses offered by any post-secondary institution in the province, and may be affiliated with several different course providers at any time during their educational career. All courses and support services are accessible via the BCcampus Portal, a uPortal implementation.

Designing a gateway for library users with multiple, changing institutional affiliations has been a key challenge in the development of library services for BCcampus. A central focus has been to implement an authentication infrastructure enabling students to access electronic library resources from multiple institutions using a single sign-on. Existing system-wide library services including an ILL requesting system have also been modified to work in the BCcampus context.

This session will provide an overview of the BCcampus project, focussing on the technical and design considerations involved in constructing a library gateway for students affiliated with multiple post-secondary institutions.

",talk,,http://libconference.acadiau.ca/access2004/presentations/durno.ppt,,
2004,2004-10-15,1:30 pm - 2:15 pm,"Elaine Toms (Dalhousie University, Halifax, NS)",Integrating User Context to the Digital Library,"Digital libraries manage resources for their community of users. Yet community needs for those resources are limited by the ""bag of words"" approach to retrieval that is practiced by search engines and library systems. These systems are very good with well-defined, known-item searches, such as find a hotel in Rome, or the Webpage of X, or a particular article or report. But searches that require multiple pieces of evidence to solve complex problems, such as who should not get a flu shot, are significantly less successful. The solution lies in adding contextual data from the user's personal/work environments into the retrieval process, and enriching the interface to digital libraries so that it more closely reflects the user's environment. This talk will address this problem proposing how the addition of user context will define the next generation of digital library with prototypes to illustrate.",talk,,,,
2004,2004-10-15,2:15 pm - 3:00 pm,"Peter Webster (St. Mary's University, Halifax, NS)","E-content database administrative services.
A critical and comparative review.","Web accessible administrative services are an essential management tool for serials databases and online library resources offered by vendors like Gale, Ebsco, Proquest, CSA and Elsivier. These administrative services offer basic resource linking, off-site validation, and interface customization. Their statistical capabilities largely determine what information we have about usage of online services. These built in administrative tools are often our first point of contact with existing and immerging standards, from Z39.50 to ""Counter compliant statistics"", to Crossref and Open URL Linking, or Digital Object Identifiers.

This session will present a review, and comparative critique of many popular databases' administrative services. It will look at the capabilities, strengths and weaknesses of these tools. The session will look at the growing standardization of administrative services, which vendors are falling short and which are taking services to new levels.

It will consider the scalability, and versatility of these products. The session will explore the features which will be necessary to library management as the number of online products grows greatly in the next few years. It will look developing capabilities which might profoundly change the management of online resources in the future.",talk,,,,
2004,2004-10-15,3:30 pm - 4:15 pm,"Steve Gregory (Colorado State Library, Denver, CO) | Mark Needleman (Sirsi Corporation)","NCIP Update - An Update on the
NISO Circulation Interchange Protocol","This session will provide an introduction to the NISO NCIP protocol and update on activities surrounding it. The speakers will provide an introductory tutorial on NCIP itself and then go on to describe the activities of the NCIP Implementers Group and the NCIP Maintenance Agency, including information about the current status of various implementations of the protocol.",talk,,http://libconference.acadiau.ca/access2004/presentations/gregory.ppt,,
2004,2004-10-15,4:15 pm - 5:00 pm,,Birds of a Feather,,bof,,,,
2004,2004-10-16,8:45 am - 9:45 am,Roy Tennant (California Digital Library),Libraries Through the Looking-Glass,,keynote,,http://libconference.acadiau.ca/access2004/presentations/tennant_keynote.ppt,,
2004,2004-10-16,9:45 am - 10:30 am,William Oldfield (University of Waterloo),"Cooperation and Collaboration
- beyond buzzwords","TUG (the TriUniversity Libraries- Waterloo, Wilfrid Laurier and Guelph), expanding on their collaboration in a shared library system and shared storage facility, is developing a shared Electronic Resource Management (ERM) system for the delivery of Electronic Journals, Electronic Reference and Journal Indexes databases. This program will deliver these three services from a single database while allowing more local branding than possible with the current shared system. The ERM system will eventually be used for other services like electronic theses, electronic reserves as well as any database that any of the three Libraries may wish to deliver. William Oldfield from University of Waterloo will present the background and process that lead to the implementation of ERM at the Tri-Universities Libraries.",talk,,,,
2004,2004-10-16,11:00 am - 11:45 am,"Doug Fenwick (York University, Toronto) | Tuan Nguyen (York Universtiy, Toronto)",Content Management System,"York University has developed an open-source application for managing content creation and maintenance of the libraries' website. The content management system (CMS) enables a uniform structure for the website and lowers barriers to ongoing maintenance. The CMS has also enabled integration of electronic resources into the website. The presenters, Doug Fenwick and Tuan Nguyen are the primary developers of the CMS.

",talk,,,,
2004,2004-10-16,11:45 am - 12:30 pm,"John Durno (Universtiy of Victoria) | Dan Chudnov (Yale University, New Haven, CT)",Hackfest Results,,report,,http://libconference.acadiau.ca/access2004/presentations/hackfest_results.ppt,,
