year,date,time,speakers,title,abstract,type,tags,slides,video,audio
2001,2001-09-28,3:15 - 4:00,Calvin Mah,Database Selection Wizard,"The database selection wizard, dbWiz provides a method of quick access to a variety of library resources. The goal of the dbWiz is to complement online library reference services. dbWiz uses simultaneous, cross database-searching technology to allow a user to identify which resource is best suited for his research.",talk,,,,
2001,2001-09-28,4:00 - 4:45,"Franceen Gaudet (National Library of Canada, Ottawa)",Collaborative Digital Reference Service to a Global Audience,"The Collaborative Digital Reference Service (CDRS) will provide professional reference service to researchers any time anywhere, through an international, digital network of libraries and related institutions. The service will use new technologies to provide the best answers in the best context, by taking advantage not only of the millions of Internet resources but also of the many more millions of resources that are not online and that are held by libraries. CDRS supports libraries by providing them additional choices for the services they offer their end users. Local, regional, national and global: the library tradition of value-added service will be the CDRS hallmark. This sessions will include: Definition of CDRS; Components of CDRS; Benefits of CDRS; Challenges of CDRS.",talk,,,,
2001,2001-09-28,5:00 - 6:00,,Birdsof a Feather,,bof,,,,
2001,2001-09-29,8:45 - 9:30,"Lloyd Davidson (Northwestern University, Evanston, IL)","Digital Rights Management, Anarchy, Or...","Digital Rights Management (DRM) systems (encryption or other mechanisms that enclose and protect digital objects and control their access and use) are likely to prove to be the key to the development of viable digital publishing on the Internet. Nevertheless, the companies developing these products are having a remarkably difficult time finding a secure footing in the rapidly shifting economic sands generated by the rapidity and of digital developments. The general economic instability of Internet technologies and significant decrease in venture capital, a lack of standards, an excess of product variety and complexity, user resistance, and a plethora of very talented software hackers have all conspired to make it very difficult for DRM systems companies to attract customers willing to trust and utilize their protection programs. The result of this is that none of the DRM corporations have even begun to approach profitability. Recent changes in U.S. copyright laws, however, such as the Draconian Digital Millennium Copyright Act (DMCA), have made the success of DRM systems considerably more likely, at least in the long run. It seems probable that such changes in the legal environment, along with company consolidation and the development of improved security technologies, will ultimately lead to the commercial success of at least a few members of this industry. Indeed, the general implementation of such technologies of restriction and control seems inevitable. The significant impact of the spread of such technology on libraries and scholarly communication, both positive and negative, will be explored, based on projections derived from recent developments in the field. These will include a discussion of the use of the U.S. DMCA to prosecute programmers who have had the temerity to decrypt such protective envelopes, the recent sale of un-copyable CDs, and the publication of a timed-use ebook by RosettaBooks that utilizes the Reciprocal DRM system.",talk,,,,
2001,2001-09-29,9:30 - 10:15,Willem Scholten,"Future of the ILS - Closed, Open or Free?","Library automation has made great progress over the years in providing powerful, although some would argue, now somewhat antiquated, means of accessing information. Although automation systems have proliferated, most poorer communities in the US and abroad do not have access to such systems. These communities are deterred not only by the considerable cost, but also by the systems' ever-increasing requisites for high-end computer equipment. For these hard to reach communities, efforts to provide state of the art tools for both managing local collections and providing access to web and other electronic resources must take into account the lack of funding and, more importantly, the lack of bandwidth. With this in mind, the Technology Resource Foundation has set out to build a library information organization tool that would be ""hardware independent"". Called OpenBook, this powerful tool supports all the important library standards, MARC21, Z39.50 and emerging XML for libraries, and uses the web browser exclusively for all opac and staff operations. OpenBook is supported by a set of readily understood Open Source tools such as PHP, Perl, Apache, MySQL and Linux operating systems. Because its server hardware requirements are minimal (a typical new server can be obtained for around $500), and since its client access hardware can be anything capable of running IE 4.0 or later or Netscape 4.5 or later, access is thus made possible even on the lowest end Pentium 90 machines. This presentation will explore how, in light of the OpenBook effort, the question of ""Closed, Open or Free"" may be posed in an important new way. For more information about OpenBook see: http://www.trfoundation.org",talk,,,,
2001,2001-09-29,10:45 - 11:30,David Kisly | Mark Jordan,How does your library handle electronic serials? A General Survey.,http://www.targetinform.com/eserials/.,talk,,,,
2001,2001-09-29,11:30 - 12:15,Kent Weaver (University of Toronto) | U of W,MyLibrary Developments,"The University of Toronto Library's implementation of my.library differs significantly from a number of implementations elsewhere. UTL's my.library is personal library web space where one can collect and organize links to web sites, e-journals, library materials and any other chosen resources, Folders, headings, titles and notes organize these resources. A web browser is used to create, update and use the my.library page, but no HTML markup is required. For faculty and library staff there is a capability of using my.library to make resource guides available on the web.",talk,,,,
2001,2001-09-29,1:15 - 2:00,Karen Hunt (University of Winnipeg),eManual - Online Learning Environment,"The Information Literacy Program at the University of Winnipeg needed a tool to help improve the teaching and learning of information literacy. While still in development, eManual is an easy to use environment for creating web instruction, online quizzes, exercises, and online tutorials. Using ColdFusion and Fusebox Methodologies we have created a viable alternative to WebCT in less than 2 months.",talk,,,,
2001,2001-09-29,2:00 - 2:45,Stewart Granger,CEDARS and CAMiLEON Projects,"Recent years have seen a massive increase in the range and volume of digital information resources and their acquisition by libraries. The CEDARS Project (CURL Exemplars in digital archives) addressed the strategic, theoretical and practical issues of digital preservation and provides guidance on best practice. CEDARS produced practical demonstrators and adopted an OAIS compliant architecture. The project is now producing its final reports. A 'sister project' CAMiLEON (Creative Archiving at Michigan and Leeds: Emulating the Old on the New) began in October 1999 with the specific aim of evaluating emulation as a digital preservation strategy. Results from both projects will be presented.

CEDARS web site: www.leeds.ac.uk/CEDARS

CAMiLEON web site: www.si.umich.edu/CAMiLEON",talk,,,,
2001,2001-09-29,3:15 - 4:00,Thom Hickey (OCLC),Application of the OAI Metadata Harvesting protocol to Theses and Dissertations,"At OCLC, we are using metadata about theses and dissertations to explore a variety of metadata issues, primarily using the OAI Metadata Harvesting protocol. One of the most interesting experiments is a Web accessible name authority file layered on top of the OAI protocol. The Networked Digital Library of Theses and Dissertations (NDLTD) has a draft metadata standard based on Dublin Core which includes linking to authority files via URIs. OCLC now has an experimental file available incorporating OAI URL links to a version of the LC name authorities. ",talk,,,,
2001,2001-09-29,4:00 - 4:45,, Issues Facing Libraries - Today and Tomorrow,,panel,,,,
