year,date,time,speakers,title,abstract,type,tags,slides,video,audio
2009,2009-10-02,9:15-10:00,Cary Gordon (Cherry Hill Co.),Drupal in Libraries,"Cary will do an overview of Drupal in Libraries, present Drupal as a content management ""framework"" / web-based application development platform, including where Drupal is going with Drupal 7 and beyond. Cary will also mention Drupal's community-based development and governance structure.",talk,,,,
2009,2009-10-02,1:00-1:45,"Dorothea Salo (University of Wisconsin, Madison, WI)",Representing and Managing the Data Deluge,"Grab a bucket, it's raining data! Library data, research data, primary data, mashed-up data, raw data, cooked data, our data, other people's data...

But which bucket should we grab? And can we really, truly fit all the data in one bucket? And don't we risk turning data into sludge if we mix it all together in our bucket?Finding a bucket is the easy part. Grappling with data acquisition, modeling, discovery, and reuse is hard. How will we do it? Can we?",talk,,,,
2009,2009-10-02,1:45-2:30,Roy Tennant (OCLC),Inspecting the Elephant: Characterizing the Hathi Trust Collection,"The Hathi Trust is a collaborative digital repository that holds millions of items -- many of them publicly available at one or more Hathi Trust
institutions. This fast growing collection of digital content has the potential to vastly enrich access to information, but copyright issues will shape what we can access for some time to come. Some preliminary work by OCLC Research has sought to characterize the collection by processing the data in various ways. This talk will discuss both the findings as well as the strategies and tools used to perform the analyses.",talk,,,,
2009,2009-10-02,2:30-2:52,"Bess Sadler (University of Virginia, Charlottesville, VA)",Exposing your Hidden Collections with Blacklight,"More than an OPAC Blacklight is a vibrant and rapidly growing open source discovery interface that allows seamless discovery and access across traditional library holdings, repositories such as Fedora or DSpace, and many other kinds of digital collections that have typically been siloed. Blacklight provides a method for indexing many heterogenous data sources into a single solr index, and a ruby on rails based front-end for this index.",talk,,,,
2009,2009-10-02,2:53-3:15,Jon Jiras (Rochester Institute of Technology),eXtensible Catalog Update,"eXtensible Catalog software provides next generation catalog interfaces on a revolutionary extensible architecture that will adapt to changing user needs over time. XC brings opportunities to offer innovative new services to end users in order to grow the role of your library within the community it serves. The discovery interface in XC will integrate with library website content and dynamic web applications. XC includes tools to interface with existing repositories, integrate with the circulation features of an ILS, and aggregate and FRBRize metadata from multiple sources and in various formats.",talk,,,,
2009,2009-10-02,3:45-4:30,"Andrew Nagy (Serials Solutions), Heather Tones White (University of Saskatchewan, Saskatoon, SK)",Mobile Apps: Usask iPhone Application / Mobile Discovery Application,"Whether it is eating, studying, flirting, or surfing the net, most likely your library patrons are using a mobile device. Either a run-of-the-mill cell phone, a smart phone (blackberry, iPhone) or maybe even a PDA. Because of this, it is essential for libraries and universities as a whole to offer services to their users that are mobile friendly.

This presentation will show off some of the latest work in mobile apps for libraries.",talk,,,,
2009,2009-10-03,8:30-9:15,"Mark Leggott (UPEI, Charlottetown, PEI)",Virtual Research Environment - 2 Years Later," At the 2007 Access Conference I presented on the early stages of a new project at the University of Prince Edward Island, the VRE. A lot has happened since then - this session will provide an update on the VRE program at UPEI, the underlying software framework called Islandora, and the development of an open source philosophy at the University.

",talk,,,,
2009,2009-10-03,9:15-10:30,"Cathy Hartman (University of North Texas Library, Denton, TX), Mark Phillips (University of North Texas Library, Denton, TX)",The Portal to Texas History,"The Portal to Texas History is a multi-institutional repository for digitized cultural heritage objects hosted by the University of North Texas Libraries.

In the past four years the Portal has grown to over 100 members from around the state and contains over 60,000 photographs, books, letters and newspaper issues. Several methods for contributing to the Portal have been established and are taken advantage of by the partners depending on their needs and skills.

This presentation discusses the different models for funding the work, adding content to the system, workflows and tools developed to facilitate the digitization process, and finally tools developed for distributed metadata creation and metadata analysis. The models in place are easily adapted to other projects of a similar nature as well as providing guidance to collection building activities such as building an institutional repository at a research institution.",talk,,,,
2009,2009-10-03,11:00-12:00,"Gwendolyn MacNairn (Dalhousie Library, Halifax, NS)",Zotero: A Better Way to Go?,"Academic libraries continue to expand their collections by providing access to as much digital content as possible. We need to balance these acquisition activities with complimentary teaching and learning activities in order to support the academic integrity policies of our institutions -- requiring students to give appropriate credit to the sources used in their assignments. I have spent the past year exploring student behaviour within this digital environment, asking the question: What are we doing to help students collect, manage, annotate and cite the digital sources they find and want to use? At our university, we have a site license for RefWorks. This digital tool can assist both novice and expert researchers. It is comparable but different than Zotero, a new open source research tool developed by the Center for History and New Media at George Mason University. This free extension for the Firefox browser enables students to perform a variety of activities which support digital scholarship. This session will present observations from two levels of user behaviours -- that of the students conducting their research using digital content and that of the libraries as they navigate between being a purchaser of a commercial product and being a member of an open source community. This presentation will also include an update on the EndNote/Zotero lawsuit.",talk,,,,
2009,2009-10-03,12:00-1:00,"William J. Turkel (University of Western Ontario, London, ON)",Hacking as a Way of Knowing,"Researchers are familiar with the idea of digitization, converting text, images and sound into digital form. New technologies allow us to turn all of those bits back into atoms, through reverse processes of materialization. It's not quite Star Trek (yet), but desktop fabrication and ubiquitous computing allow us to create artifacts, devices, exhibits and environments that can shape people's experience of place, community and the past.

",keynote,,,,
