year,date,time,speakers,title,abstract,type,tags,slides,video,audio
2007,2007-10-12,10:45am-11:30am,,Thunder Talks,,lightning,,,,
2007,2007-10-12,11:30am-12:00pm,,Hackfest Report II,,report,,,,
2007,2007-10-12,1:00pm-1:45pm,"Shawn Martin (University of Michigan, Ann Arbor, MI)","Darth Vader, Open Access, and Digital Libraries: What is the Future of Electronic Collections?","This session will look at the complexities of open and closed access business models used to create digital libraries. Often, those of us in the academic world, tend to think of open access models as “good” and closed ones as “evil.” The reality, however, is much more complex. Digitization costs money, lots of it, and, at the same time has to respect the ability of authors (both corporate and scholarly) to benefit from their work whether through monetary profit or through promotion and tenure. Therefore, the question for all of those who wish to provide access to digital libraries is how do we navigate between these different philosophies? In other words, how do we eliminate both the “Dark Side” (closed access), and the “Light Side” (open access) and create a “Gray Side” (compromise)?","talk, binkley",,,,
2007,2007-10-12,1:45pm-2:45pm,"Brian Bell (Alouette Canada) | Mark Jordan (Simon Fraser University, Burnaby, BC) | Walter Lewis (OurOntario)",Alouette Canada Progress Report,"AlouetteCanada (http://www.alouettecanada.ca), led by the Canadian Association of Research Libraries, provides support for enduring access to Canadian digitized content by developing standards and tools for the creation and management of content, for the normalization and supplementation of metadata, and for resource discovery and use through a centralized portal. This session reports on AlouetteCanada’s status and accomplishments during its first 18 months of activity.",talk,,,,
2007,2007-10-12,3:15pm-4:00pm,"John Durno (University of Victoria) | Martha Whitehead (Queen's University, Kingston, ON)",Genius Loci: Libraries in Transition,"Our success in providing electronic access to information — ejournals, ebooks, mass digitization, collaborative storage of print copies — is paving the way for the disappearance of the physical library… or is it? What should we be addressing right now in our organizations to seize the opportunities and meet the challenges of the continuing shift to networked and open access? What clues do we have from our users? Drawing on the results of the 2007 Canadian Consortial LibQUAL+ survey and on their amiably conflicting perspectives, the speakers will paint two different scenarios for tomorrow’s academic library and the organizational implications of each.",talk,,,,
2007,2007-10-12,4:00pm-4:45pm,Luc Declerck (UCSD) | Declan Fleming (UCSD Libraries),"Data-Cyberinfrastructure Collaboration at the University of California, San Diego","In recent years both the US National Science Foundation (NSF) and the American Council of Learned Societies (ACLS) have released reports on the coming need for appropriate cyberinfrastructure for engineering, sciences, social sciences and humanities disciplines. An important question for any research library is where and how they will fit into the cyberinfrastructure model that is native to their campus, community and or university system? At the University of California, San Diego, the University Libraries are actively pursuing this agenda by working collaboratively with the San Diego Supercomputer Center to build an intersect of personnel, expertise, and services to provide long-term preservation of and access to research data and enable domain scientists and researchers to carry-out longitudinal complex data analysis to support interdisciplinary research. Presenters will describe the collaborative model, identify benefits and challenges, give a brief outline of the projects already underway, expose the key components of the technical architecture, and discuss future plans.",talk,,,,
2007,2007-10-12,4:45pm-5:30pm,,BoFS (Birds of a Feather),,bof,,,,
2007,2007-10-13,8:30am-9:30am,"Peter Binkley (University of Alberta, Edmonton, AB)",Searching the OPAC: The State of Play,"In the past few years libraries have started to take action on their dissatisfaction (and their users’ indifference) towards their OPACs. The concurrent emergence of options for search interfaces outside the ILS and the wide adoption of Web 2.0 applications by our users have provided both a carrot and a stick. This session will examine the current range of possibilities for improving search functionalities in, around and begainst the OPAC.",talk,,,Video - PowerPoint,
2007,2007-10-13,9:30am-10:30am,Joshua Ferraro (LibLime),Open Source Software as a Service,"Many in the library industry are excited about the recent availability of companies offering commercial support for ‘Enterprise Open Source’ solutions. This session discusses the successes and challenges of operating a high-growth open source business in the library industry from the point of view of the owners/operators of one such company. Questions and issues to be raised and discussed include: Why the need for commercial support for open source? How can the needs of a business be balanced with those of an open source project? What challenges to the success of this business model exist in the library industry? How can open source companies successfully collaborate (i.e., avoid a fork) while competing on services? Should libraries try to convince more library companies to “Go Open”? If so, how can they plead the case? How scalable is the “Sponsored Development” model, where customers are responsible for providing resources for feature development?",talk,,,Video - PowerPoint,
2007,2007-10-13,11:00am-12:00pm,Jane Burke (Serials Solutions),Observing Student Researchers in their Native Habitat,"Understanding how students in real world situations go about conducting research is essential to ensuring that library resources are best positioned to meet their needs. This presentation will reveal key findings of an ethnographic study observing students in the context of performing research for actual course assignments. Learn how students approach their research tasks, how they regard web search engines and how they interact with scholarly electronic resources. Review of study methods and select video clips will be included.",talk,,,Video - PowerPoint,
2007,2007-10-13,12:00pm-1:00pm,Roy Tennant (OCLC),Closing Keynote: Leveraging the Power of the Grid,The Internet and technologies that enable a high level of interoperability among disparate systems (often dubbed Web 2.0 applications) are creating a rich environment of services that libraries can exploit to better serve their users. This presentation will explore some of these “grid” services and the challenges and opportunities they present for libraries.,keynote,,,,
