year,date,time,speakers,title,abstract,type,tags,slides,video,audio
2005,2005-10-18,11:45am - 12:30pm,Glen Newton (CISTI) | Michael Fortin (CISTI),"Federated Searching in an Age of Web Services
","Federated Search has long been an elusive goal of the library community. Traditionally, Z39.50 tools offered the ability to perform federated searches across library catalogues and other metadata repositories. Now, with the explosion of Web Services and their associated flexibility, the creation of innovative Federated-type searching is made possible. We will discuss these issues, and present an Open Source prototype which uses Z39.50, Web Services, and REST to query a number of databases, including the CISTI catalogue, PubMed, and Amazon. This prototype also allows users to purchase books from Amazon and view full-text articles from PubMed and via CISTI's link resolver.

",talk,,,,
2005,2005-10-18,1:45pm - 2:30pm,Rich McCue (University of Victoria),"Open Source OPAC Clients - Obsolete PC's as Thin Client OPAC's
","Not enough funds to purchase all the new OPAC's your library needs? Do you have a closet full of old PC's that are too slow to run a modern web browser, but you can't bring your self to throw them out? Turn those old PC's into ""Thin Clients"" and use them as additional OPAC's for your library. This way the old computers can harness the power of a modern server. All of this without breaking your IT budget. We will discuss pro's and con's to this solution and demonstrate the client and server software. At the end of the session participants will be able to intelligently discuss the pro's and con's of thin client solutions.

",talk,,,,
2005,2005-10-18,2:30pm - 3:15pm,"Catherine Steeves (University of Alberta, Edmonton, AB)","Collaboration Management
","Collaborate!!! The message is loud and clear in discussions regarding IT based service development. The very nature of IT projects and services dictates that success results from effective collaboration. Our community can boast that we are skilled collaborators, as is evidenced in our numerous consortial system implementations and development initiatives. However, IT has diffused information services and resources, allowing content and services to break out of library systems and traditional containers. The resulting possibilities and opportunities demand new partnerships. We must now collaborate throughout our academic institutions with faculty, students, teaching support services, student services, central computing services, the registrar and on and on. While these relationships are not new to us they are changing dramatically. Libraries are redefining their role in scholarly communication and the support of teaching, learning and research, and have some way to go yet to develop a campus-wide understanding. This makes collaboration management a significant component of emerging information services and technology initiatives such as institutional repositories, campus portals, course management system integration, and open access publication. It takes time and skill. It takes leadership and requires the identification of external champions to realize full potential. Please join in on a discussion of collaboration management and its impact on today's information services and technology initiatives.

",talk,,,,
2005,2005-10-18,3:45pm - 4:30pm,Ross Singer (Georgia Tech),"(Grease)Monkeywrenching the Library: utilizing the sloppy underbelly of the web to expose our collections and services
","Libraries, historically, have maintained strict standards and rigid controls in regards to its data. The web, in its brief history, has done anything but. The emergence of technologies such as GreaseMonkey and A9's Opensearch is giving us the opportunity to “unbutton our collars”, as it were, and open up, reconstitute and push out our goods and services in exciting new ways.

",talk,,,,
2005,2005-10-18,4:30pm - 5:00pm,,Hackfest Results I,,report,,,,
2005,2005-10-18,5:00pm - 5:45pm,,Birds of a Feather,,bof,,,,
2005,2005-10-19,8:45am - 10:00am,Lorcan Dempsey (OCLC),"Keynote: The Library and the Network
","There are nodes and networks. In a material world, the node provides entry and aggregation opportunities. In a dematerialized world, the network, or networks, become much more important. This presentation will explore some ways in which library functions switch from the node to the network, and some of the service and organizational implications that flow from this.

",keynote,,,,
2005,2005-10-19,10:30am - 11:15am,"Art Rhyno (University of Windsor) | Peter Binkley (University of Alberta, Edmonton, AB)","As we may link: Building Memex with XML pipelines
","This year marks the sixtieth anniversary of Vannevar Bush's article ""As we may think"". In it Bush proposed a machine called the ""Memex"", that would store all of an individual's books, records, and communications; and he described a system of ""trails"", akin to but richer than today's hypertext links, that would establish and document paths through information resources to illustrate a particular conclusion or thought process on a particular problem. Today, powerful and widely accessible computing environments that would have astounded Bush still seem to require all manner of additional processes and steps to track content and share knowledge. At the same time, the web has created a world of seemingly infinite links and outward-bound content that has spanned global networks and lived at the edge of the desktop for more than a decade. This session looks at whether using an XML publishing framework helps address the obstacles posed by ""the artificiality of systems of indexing"" identified by Bush, and whether recent efforts to standardize XML pipeline processing procedures can possibly provide a meeting point between disparate technologies and insular content creation tools.

",talk,,,,
2005,2005-10-19,11:15am - 12:00pm,"Dan Chudnov (Yale University, New Haven, CT) | Jeremy Frumkin (Oregon State University, Corvallis, OR)","Digital Library Dialtone: Bootstrapping with Service Registries and Autodiscovery
","Missing from years of digital library innovation is a simple, pragmatic approach for tying together everything we do. Breakthrough standards and technology remain mired in silos of content, integrated only within the small niche of software and services libraries provide. At the same time, the software development community continues to lower integration costs with techniques which offer ever-more-usable user services around information-rich content.

What if all of our digital library services and collections could be shared in a way that similarly lowered barriers to information integration? Can we provide a standard ""dialtone"" which makes connecting digital libraries in new user services as easy as placing a phone call? What if this ""dialtone"" could dramatically lower the costs of innovation in our community?

We will consider these questions and demonstrate approaches to providing such dialtone using Service Registries (which provide machine-functional, service-level cataloging) and Autodiscovery (techniques for automatically finding machine-processable resources associated with a particular web page).",talk,,,,
2005,2005-10-19,1:30pm - 2:00pm,,Hackfest Results II,,report,,,,
2005,2005-10-19,2:00pm - 2:45pm,"Stan Ruecker (Universtiy of Alberta, Edmonton, AB)","Visual Arrangement of Content in Rich-Prospect Browsing Interfaces
","I define rich-prospect browsing interfaces as those where some meaningful representation of every item in a collection is combined with tools for manipulating the display. Often this manipulation is for the purposes of carrying out some portion of a research task. One of the ways in which collections vary is in terms of their internal structure. For instance, information about pills might be considered to be all at a similar level, and an appropriate representation could place images of pills on a Cartesian grid. On the other hand, documents about the American Civil War might break logically in half, representing the two sides of the conflict. Data in family trees might be seen as more complex, and perhaps best represented in designs that are not particularly tree-like. And so on. This presentation will examine a variety of prototype interfaces being developed by researchers at the University of Alberta to accommodate different kinds of collections.

",talk,,,,
2005,2005-10-19,3:15pm - 4:30pm,Michael Geist (University of Ottawa),"Closing Keynote: Canada's Choice: Copyright, Culture and the Internet
","Professor Geist will examine the evolution of Canadian copyright and cultural policy, identifying the gradual escalation of rights and the warning signs of a dramatic shift in the copyright balance. He argues that the future of Canadian cultural policy will depend upon forging a unique approach to copyright that both respects international norms and prioritizes national interests.

",talk,,,,
