year,date,time,speakers,title,abstract,type,tags,slides,video,audio
2013,2013-09-25,9:00 – 9:45,Heather Pretty (Memorial University) | Catelynne Sahadath (University of Calgary),"From the Cloud to the Ground: Cataloguing, Linked Data and RDA Search Strategies","In the decision to move from AACR (Anglo-American Cataloging Rules) to RDA (Resource Description and Access), the international cataloguing community has recognized that the cataloguing formats and standards of the past have constrained how we as cataloguers – and thus our patrons – have come to think about how we access library materials.

RDA, based on the Functional Requirements for Bibliographic Records (FRBR), is a fundamental change in how we think about the metadata connecting the increasingly wide variety of material we catalogue. After briefly reflecting on where we’ve come from, Heather Pretty will summarize the library world’s path to Linked Data thus far, and some of the ideas for our next steps.

In the second portion of the session, Catelynne Sahadath will address some of the practical changes to the library catalogue. She will introduce practical examples of search strategies that public services librarians can employ to optimize results in RDA and AACR2/RDA hybrid environments.",lightning,,,,
2013,2013-09-24,9:45 – 10:15,"Jason Clark (Montana State University, Bozeman, MT) | Scott Young (Montana State University, Bozeman, MT)",Building a Better Book (in the browser): Using HTML5 to Transform and Unlock Book Content,"Reading and the legacy of the book are cornerstones of the library as place and service. Too often, our library discussions have centered on the loss of the book artifact with not enough attention being given to the new forms of the book enabled by the web. In this presentation, we
will look at a beta HTML5 framework developed for a Montana State University History class project to publish a book in the browser (http://arc.lib.montana.edu/book/home-cooking-history-409/). Along with an analysis of these possibilities in the library setting, we will survey current efforts to remake the book in the web development and publishing world and bring the discussion to Access. Among the technical highlights we will discuss:

– Applying CSS3 to help create linear, readable layouts
– Building microdata to create structured data that turns books into APIs
– Creating searchable and findable content with semantic HTML5 markup
– Analyzing new metrics of interaction and use that are enabled by this new form
– Using web services and APIs to supplement and enhance the reading experience

Beyond the technical demonstrations and code samples, we will ground our discussion in the concept of the evolving book—what it means for the book as a medium to be hyperlinked, marked up, styled, and analyzed as a full participant in the web of data. Come learn about the possibilities and get energized as we rethink and explore new forms of reading by bringing our primary artifact, the book, into the networked environment.",talk,,,,
2013,2013-09-24,10:30 – 10:45,Kim Martin (Western Universitiy) | Sarah Simpkin,On the Road: Adventures in Mobile Hackery,"This summer, a team of grad students and librarians will be buying a bus, loading it full of gear, and driving from London, Ontario to Lincoln, Nebraska to take part in the Digital Humanities 2013 conference. Along the way, we’ll hacking, making, and filming the
experience. Once back in London, the bus will be converted to Canada’s first mobile technology education space. The DHMakerBus team will be working with local libraries and non-profit organizations to reach out to the community and to provide children and adults alike with a learning experience that they are unlikely to receive elsewhere. In this short session, we will be sharing what we made (and what we have learned!) on this great adventure in mobile DH.",lightning,,,,
2013,2013-09-24,10:45 – 11:15,"Paul Joseph (UBC, Vancouver, BC)",Integrating Course Reserves as a Service in the LMS at UBC,"The UBC Library, in partnership with UBC’s Information Technology Services and Centre for Teaching, Learning and Technology, has implemented a collaborative campus-wide course reserves service solely in the context of Blackboard, integrating with several key campus systems. The service is currently managed using the Ares application by Atlas Systems, and receives course and enrolment data in real-time via an enterprise message bus and restricts access to reserves in all courses and sections based on enrolment. The presentation will begin with background on the teaching and learning context at UBC — changes to the university’s copyright environment, the decision to implement Blackboard, and the need for UBC Library to provide an electronic course reserves service. It will touch on the decision to select Ares as a starting point and to provide access to it solely in the context of Blackboard. The presentation will then highlight the implementation of the system, focusing on three key data integrations for the provision of the service — integrated enrolment and library data, user access to the LMS integrated with the delivery of contextual library services, and the integration of the Summon API to expedite the instructor requesting process and to expose the library’s collections to faculty and students. The presentation will end looking to the near future at some exciting new developments for the course reserve service at UBC followed by a demonstration of the service, providing details on the integration of the different systems as well as insights into the development process, challenges, complexities and concomitant benefits.",talk,,,,
2013,2013-09-24,11:15 – 12:00,"Corey Davis (Royal Roads University, Victoria, BC)",Can they scale? Library discovery tools and new forms of scholarly communications,"The lately emergent discovery ecosystem is thriving, and its attendant technologies—which include discovery layers, link resolvers, and bibliographic knowledgebases—are seen by most academic libraries as essential. But as technology drives entirely new forms of scholarly communications, the systems and standards behind library discovery—including OpenURL and bibliographic knowledgebases—are showing limitations and calling into question the comprehensiveness of tools like Summon, Primo, and WorldCat Local. Hybrid journals, research data sets, and digitized special and archival collections all present unique challenges to systems built primarily around enabling discovery and access to monographs and paid-for journal articles. So how are discovery tools adapting to this new environment? This session will share the results of focused interviews with vendors of discovery products, such as Serials Solutions, Ex Libris, and OCLC, concerning the technical challenges of providing access to new forms of scholarly output. Attendees will learn the issues involved in surfacing open access research publications in centralized consolidated indices, the challenges of linking to such content, and how vendors are planning to move forward in this area. They will also be provided with a critique of the current discovery ecosystem in handling heterogeneous information resources, especially in contrast to information retrieval methodologies used at search engines like Google Scholar and Microsoft Academic Search.",talk,,,,
2013,2013-09-24,1:30 – 2:30,Jon Voss (We Are What We Do),Can One Story Change the World?,"A typed journal from WWI fuels a young man’s dreams of time travel and allows us to explore the power of personal stories and photos, together with archival collections, to build connections across generations. These items take us through space and time, and the magical ability of cultural memory institutions to help bring these incredibly compelling dreams to life. The World Wide Web provides the cultural, technological, and legal frameworks to open the doors to innovation and imagination, and also enables libraries, archives and museums the world over to play a critical role. Not only are these efforts fostering global collaboration and sharing, but they’re also attracting new audiences that are interacting with and improving collections and institutions like never before.","keynote, binkley",,,,
2013,2013-09-24,2:30 – 3:00,William Wueppleman (Canadiana.org),Héritage: A Mega-Microfilm Project,"This spring, Canadiana launched Héritage: a project to digitize an estimated 60 million images of archival microfilm held by Library and Archives Canada. This is a long-term project, with primary digitization expected to take about two years and supplementary metadata creation and curation estimated to be a ten year endeavour. The project presents multiple challenges: technical, logistical and financial.

This presentation will provide an overview of the project and a report of its progress over the first six months. It will also outline the long-term strategic plan for managing digitization; the creation and linking of enriched metadata; long-term preservation of and enduring public access to the resulting content; and the funding model that will (we hope) actually pay for it all.

If successful, Canadiana hopes that Héritage will serve as a model for large-scale open access digitization projects that can be applied to the enormous body of as yet undigitized Canadian documentary heritage.",talk,,,,
2013,2013-09-24,3:30 – 3:45,"Jonathan Younker (Brock University, St. Catharines, ON)","Create a discovery layer in minutes with CouchDB, Elasticsearch and jQuery (almost no programming required)","Need a quick user interface/API for your catalogue data? Maybe one for the OAI data you harvested? Maybe the two together, plus a bunch of other disparate data sets? Roll it all into CouchDB (a NoSQL database), and index it all with Elasticsearch (with a full API, no less). Throw it into an available jQuery and Twitter Bootstrap template, and you have a full, responsive site to use as a production interface, a ‘shadow catalogue,’ a development site, whatever… Using freely available scripts and tools, the whole thing can be ready in minutes.",lightning,,,,
2013,2013-09-24,3:45 – 4:30,"Steve Marks (Scholars Portal) | Nick Ruest (York University, Toronto) | Graham Stewart (University of Toronto) | Amaz Taufique (Scholars Portal)",It’s dangerous to go alone! How about *we* do this!?,"We’re all worried about preserving digital assets at some level. One of
the most concerning parts of this process is the storage component, and
as new and larger objects and collections come under libraries’ care,
the pressure to find long-term storage solutions is growing. There are a
lot of solutions vying for mind-share — many of them commercial — but
it’s unclear the extent to which these solutions really represent
sustainable alternatives. But what if there were a way for us to do
this? Not “us” you or me, but “us”: you *and* me. What if “us” is all of
us in the country? What does that mean for sustainability, and the
future of trustworthy repositories? If we could do this, what might it
look like? Are there models in place elsewhere that might help inform
what this Canadian solution might look like?

This session will discuss issues around sustainability with a variety of
commercial storage options and compare those with the significant
potentials created by a series of recent, open-source driven,
developments in the hardware and software worlds. We’ll talk about what
software and APIs are available to make a locally created storage
network accessible to your applications, and will demonstrate how you
can build a scalable community cloud storage solution using commodity
hardware that allows for middleware replication, geographic
diversification, object storage using a common API, and remote management.",talk,,,,
2013,2013-09-24,4:30 – 5:00,,Hackfest Reports,,report,,,,
2013,2013-09-26,9:30 – 9:50,"MJ Suhonos (Ryerson University, Toronto)",Where Angel Investors Fear to Tread: Library Technology Innovation in a Time of Austerity,"The library automation industry is in a time of rapid technological transition: cloud-deployed services, web-based software, and digital systems which were all unimaginable only a few years ago. A steadily decreasing number of vendors continue to compete in a vicious oligopoly, while at the same time, a booming number of open-source projects are challenging established business models.

Within this environment, libraries are facing massive budgetary cuts, staffing freezes, and increasing technology licensing costs as vendors seek to retain profit margins. While libraries reluctantly weigh their vendor relationships, lack of funding for open-source software development makes for a frustrating lack of options in a shrinking industry. Much like the serials crisis before, the de facto “wait-and-see” stance has become untenable for systems librarians.

We now need to search for sustainable and scalable business models that can disrupt the existing market and provide much-needed alternatives. A startup is “a partnership or temporary organization designed to create new products or services under conditions of extreme uncertainty.” And yet, in a time that seems ripe for a surge of library startups, we are yet to see more than a handful. Why?

How can we balance organizational agility and sustainability? Whose responsibility is it to develop technology solutions? How do we minimize risk while incentivizing innovation? Where is the support for startups who can disrupt the library technology sector? This presentation will explore these questions from the perspective of a young startup trying to navigate such treacherous waters.",talk,,,,
2013,2013-09-26,9:50 – 10:05,"John Fink (McMaster University, Hamilton, ON)","Linux Containers and Docker: A New Sort-Of Virtualization Framework That Will Leave You Confused, Yet Excited For The Future Of Virtualization Technologies, If That&#8217;s The Sort Of Thing You Usually Get Confused and/or Excited By","A lighthearted romp through the recent history of virtual machines, with a particular focus on a feature in recent iterations of the Linux kernel known as Linux Containers, and a tool for working on those containers known as Docker. Docker and containers work together to provide a very lightweight and flexible virtualization framework that could change how libraries configure and deploy server side software. Attendees will learn about virtualization in general and Docker in particular and how they might apply it to their local context.",lightning,,,,
2013,2013-09-26,10:30 – 10:50,"Alex Garnett (SFU, Burnaby, BC)",Building a Local Dropbox Alternative to Facilitate Data Deposit,"If you build it, will they come? In the case of research data repositories, the answer has so far been a solid “maybe.” Discipline-specific repositories with some history, like ICPSR or arXiv, have tended to fare better than university institutional repositories over the past several years. There are many possible explanations for why this may be the case, but in general it seems safe to assume that institutional repository-style deposit is not sufficiently consistent with or salient to researchers’ existing workflows. Thus it must come with some additional incentive – a stable home for “green” open access materials, and/or some additional visibility which allows the work to be more easily cited, and credit received for that citation.

When surveying our faculty for the features they most wanted to see in our new data repository platform, one of the most common responses was “Dropbox.” BC privacy laws currently preclude SFU faculty from making use of cloud services whose servers may be located in the United States – that is, in effect, all cloud services – and while our CIO has made an outreach effort to explain how and why to obey this policy, in some cases, there is no effective functional equivalent to status-quo cloud services, and some faculty have freely admitted to paying for cloud services while being unable to claim their cost due to university policy.

This talk will cover the technical architecture and design considerations of building a local
Dropbox alternative to facilitate data deposit.",talk,,,,
2013,2013-09-26,10:50 – 11:20,"Mark Jordan (SFU, Burnaby, BC) | Amanda Wakaruk (University of Alberta, Edmonton, AB)",“Why is this link dead? Aren’t government publications all online?” Preserving digital federal content with the Canadian Government Information Private LOCKSS Network.,"The vast majority of federal government information is digital and susceptible to both technological obsolescence and changes in information policy. In the past, content on government web sites has been lost to both factors. Concern about the lack of comprehensive web archiving or digital preservation activities within federal government agencies motivated a group of information professionals at twelve institutions to form the Canadian Government Information Private LOCKSS Network (CGI-PLN) in August of 2012. This session will describe the development of the CGI-PLN, its organizational mandate and structure, its activities, and its technical infrastructure. The PLN’s first collection (the Depository Services Program’s e-archive) will be presented as a case study, demonstrating how the CGI-PLN operated within an ambiguous, uncertain context and with a compressed/unknown timeline.",talk,,,,
2013,2013-09-26,11:20 – 12:20,Rachel Frick (CLIR/DLF),"Community, understanding, courage and honesty","We talk a lot about community today. But do we really know what it takes to have a healthy, functioning community that encourages innovation, open to new ideas, and is tolerant and trusting?

The success of libraries, and librarianship for that matter, has less to do about our grasp of technology and more about how we view ourselves, our professional mission, and how we choose to interact in the larger information network.

The keynote will explore the concept of community and how our individual actions play into the larger heath of our profession.",keynote,,,,
